advantage,classify_name,company,info,job_name,money,requirements 
['大平台，给力薪酬'],机器学习,OPPO,"['25k-50k ', '/深圳 /', '经验不限 /', '本科及以上 /', '全职']",高级机器学习算法工程师（广告方向）,25k-50k,"['职位描述： 1. 负责参与OPPO广告系统排序算法、个性化推荐、数据化运营等技术方向的研究 2. 负责广告检索、排序、触发算法研究及实现 3. 广告大数据挖掘及大规模机器学习算法平台实现 4. 负责用户画像、广告理解及用户体验建模\xa0', '能力要求： 1．具备优秀的编码能力，扎实的数据结构和算法功底； 2． 熟悉海量数据处理及分布式系统，如Hadoop、Spark 3、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，对计算广告、推荐系统、搜索引擎相关领域有经验者优先 4． 优秀的团队合作意识及分析问题、解决问题能力']"
"['上市背景,智能家居']",机器学习,和而泰,"['15k-25k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",Java高级工程师 - 机器学习平台设计及规则引擎,15k-25k,"['岗位职责', '1. 负责分布式机器学习平台的设计与开发', '2. 负责规则引擎的设计与开发', '职位要求', '1. 211或985本科及以上学历，计算机或相关专业背景', '2. 具有5年以上的java研发经验，精通JVM调优、多线程编程模型，熟练使用各种线上调试和问题排查工具', '3. 扎实的java基础知识功底，熟悉Spring MVC、Mybatis 等框架的实现原理和相关应用场景', '4. 在中间件的使用和开发上有丰富经验，能够抽象系统中的模块，来提炼中间件产品', '5. 了解Python编程，能读懂Python脚本', '6. 熟悉机器学习流程，了解TensorFlow Serving', '7. 有Docker经验或者Spark经验者优先', '8. 良好的团队合作意识、沟通能力']"
['福利好；职业发展空间大'],机器学习,腾讯,"['18k-30k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",机器学习算法高级工程师,18k-30k,"['岗位职责： \xa0 \xa0', '负责手游游戏安全业务相关数据统计、分析、挖掘工作；', '通过用户行为数据建模、分析用户特征等，为业务决策提供参考。', '\xa0 \xa0', '岗位要求： \xa0 \xa0', '计算机或相关专业本科及以上学历，1年以上相关工作经验；', '责任感强、有较强的逻辑思维能力、沟通能力和抗压能力；', '掌握数据分析方法，深入理解常见机器学习算法、有深度学习经验者优先；', '熟悉C/C++开发，有一定的架构能力和良好代码规范；', '熟练掌握至少一门脚本语言（shell/python/perl）；', '有用户画像相关项目经验者优先；', '有安全/反作弊工作经验者优先，有大规模用户数据分析处理经验者优先；', '喜欢手游游戏者优先。']"
"['海归团队,弹性工作,扁平管理,周末双休']",自然语言处理,智言科技,"['4k-8k ', '/深圳 /', '经验应届毕业生 /', '硕士及以上 /', '实习']",自然语言处理算法实习生,4k-8k,"['岗位职责：', '1.\xa0辅助研究员参与问答和对话系统的算法设计与开发，包括但不限于自然语言处理，信息抽取，语义理解，知识图谱等NLP前沿技术；', '2.\xa0追踪相关前沿技术和学术论文(深度学习等)；', '岗位要求：', '1. 计算机或相关专业的硕士在读或以上学历；', '2. 了解自然语言处理、机器学习、深度学习等相关算法，对自然语言处理方向有浓厚的兴趣；', '3. 了解深度学习在自然语言处理方向的相关算法和框架；', '4. 具有科学探索精神和团队协作能力；']"
['全球最大的中文媒体信息集成与资讯服务商'],技术总监,慧科,"['60k-70k ', '/深圳 /', '经验10年以上 /', '本科及以上 /', '全职']",爬虫技术总监,60k-70k,"['工作地点：北京、深圳', '岗位职责：', '1、带领爬虫技术团队，负责web/app/weixin/Weibo等各渠道数据爬取；', '2.分布式爬虫系统和数据采集的设计、开发。', '3.爬虫策略和防屏蔽规则，提升各端抓取的效率和质量。', '4.各类互联网数据的采集抓取。', '5.理解系统数据处理流程以及业务功能需求。', '6.负责核心算法的设计与开发。', '7.能统筹从对手策略分析、抓取、解析入库、仓库建设、数据分析、产品研发等各环节全流程的架构设计和管理。', '岗位要求：', '1.8年以上开发经验，5年以上实际的爬虫项目经验，管理经验3年以上。', '2.熟悉java,掌握python,熟悉常用爬虫框架中的一种或多种，如Scrapy框架或其他的Web scraping framework。', '3.熟悉HTML/JavaScript/CSS/xpath/url/Ajax/xml等web技知识, 熟悉HttpClient、jsoup、WebDriver、phantomjs等工具。', '4.熟悉linux系统，熟悉mysql、redis，nosql等,熟悉Internet基本协议（如TCP/IP. HTTP等）。', '5.熟悉APP的抓包、加密参数等识别。', '5.能够解决封账号、封IP采集等问题,解决抓取、信息抽取等问题,构建完善的网络信息收集平台。', '6.负责网络爬虫采集规则的编写。', '7.有分布式爬虫架构经验者优先。', '8.有仓库建设、数据分析、数据挖掘相关经验者优先']"
['大湾区独角兽'],技术总监,荣益睿源,"['40k-70k ', '/深圳 /', '经验5-10年 /', '硕士及以上 /', '全职']",NLP技术总监,40k-70k,"['工作职责', '1、 参与研究对话语义建模、问答系统、短文本语义理解、无结构文本挖掘等 NLP 关键前沿技术；', '2、参与探索深度学习模型在 NLP 领域中的应用，实现真正美观有效的深度学习模型；', '3、 参与构建各种基本机器学习的实用化工具包。', '\xa0', '任职资格', '1、计算机及相关专业硕士及以上学历；', '2、具备自然语言处理及机器学习方面的基础理论知识，有相关实战项目经验者优先；', '3、了解当前主要深度学习模型的基本框架及基本思想，有一定的 Tensor Flow 或 Keras 等深度学习框架使用经验，在深度学习领域发表过论文或有意愿发表论文者优先；', '4、熟悉 C/C++及 Python 语言，有一定的编程能力；', '5、思路清晰，主动性强，能承受工作压力，能够迅速融入团队。']"
"['年底双薪,业绩分成,创始团队,原始股权']",技术总监,格隆汇,"['40k-70k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",技术总监CTO,40k-70k,"['工作职责：', '1，负责公司大数据团队的各项管理工作，包过团队建设、技术指导、工作规划、管理等工作。', '2，负责公司产品的技术选型、架构设计，对公司整体技术平台负责；', '3，规划和设计大数据整体平台，包括：数据爬取，数据归集、数据仓库、数据分析、数据挖掘、数据服务、数据产品；', '4，与其他部门合作，提供数据分析、挖掘、建模等相关支持，共同完成公司产品的研发；', '5，保持与国际、国内同业及数据科学圈子的联系及交流，密切跟踪机器学习、人工智能、大数据、等领域的最新进展及实践情况；', '6，带领团队对技术难点进行公关。', '7，参与重大技术项目的决策，指导、审核项目总体技术方案。', '任职资格：', '1，3年以上数据相关工作，3年以上的团队管理经验，对数据敏感、对新技术敏感；', '2，对数据爬取，数据存储、数据仓库、数据分析、数据挖掘等整个大数据系统的架构有清晰的思路和落地执行的方案，对数据服务、数据产品的模式有清晰的理解，并能带领团队实施；', '3，熟悉编程语言，如：java、python、R、shell、SQL等；熟悉当前主流的开源数据平台和工具以及数据云服务，如：hadoop、hbase、Spark等；并具有hand-on能力；', '4，有激情，有强烈的事业心，合伙人心态。', '公司是打算孵化一家金融投资分析大数据公司，应用领域非常前沿，目前团队正组建，诚招有识之士一起创业。']"
['年终奖 包午餐 团队旅游 带薪年假'],技术总监,油柑网,"['30k-50k ', '/深圳 /', '经验10年以上 /', '本科及以上 /', '全职']",CTO技术总监,30k-50k,"['岗位职责', '1、负责关键IT应用规则、架构、设计以及核心技术问题的攻关。包括商城、后台订单和物流系统的产品框架分析，如：需求分析、系统和子系统架构设计、规格分析；', '2、在开发过程中，与业务部门密切沟通，准确掌握业务需求，提升产品用户体验、基础性能、可扩展性、可定制性；', '3、能够制定和实施开发规范，参与制定技术标准，编写相应的技术文档。技术方案，带领开发人员完成开发；', '任职要求', '1、计算机、软件工程等相关专业本科及以上学历，5年以上工作经验；', '2、精通J2EE体系架构，熟练掌握Mybatis,Spring,Spring boot,Spring Cloud各个组件等开源框架；', '3、精通Nginx,Redis,RabbitMQ等技术，实现高可用，擅长高并发设计处理；', '4、熟悉大型分布式，高并发，高负载，高可用的系统设计开发和调优经验；', '5、熟练Linux操作系统，shell部署脚本构建；', '6、有过项目管理经验或带领过10人以上的技术团队。']"
"['福利优厚,股票期权,季度旅行,发展前景']",技术总监,博乐未来科技馆,"['15k-25k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",U3D技术总监,15k-25k,"['【职位描述】\xa0', '1、负责U3d项目核心架构的搭建以及技术攻关；\xa0', '2、参与和指导U3d项目核心模块的功能开发；\xa0', '3、负责项目内开发人员的工作分配、质量把控和人才培养；\xa0', '4、为公司重大决策项目、新产品技术项目的立项和开发提供建议和指导；\xa0', '5、引领创新技术，提升公司在U3d技术方面的整体实力。\xa0', '【职位要求】\xa0', '1、有丰富的客户端系统框架设计经验,熟悉u3d引擎架构设计和u3d引擎深度优化（渲染、性能等）；\xa0', '2、c/c++/c#基础扎实,数学和图形学基础扎实，熟悉Direct3D或OpenGL；\xa0', '3、了解国内外主流3D游戏引擎的技术特性；\xa0', '4、至少有一款完整上线的U3d网游项目，或多款非游戏类项目。']"
"['班车接送,下午茶,员工宿舍,年终奖']",技术总监,跨越速运,"['50k-80k ', '/深圳 /', '经验10年以上 /', '本科及以上 /', '全职']",WMS技术总监,50k-80k,"['1.WMS产品客户化需求设计和开发', '2.主导或参与WMS的架构设计和持续演进', '3.主导或参与核心代码的软件设计、编码和系统优化等工作', '4.主导或参与WMS产品之间接口开发或与其他外部系统之间接口开发', '5.解决在实施过程中出现的技术问题', '6.根据客户需求提供技术解决方案', '7.在项目实施过程中提供现场支持', '8.熟悉行业WMS系统所有功能模块，参与WMS设计、开发配置、测试、实施上线等各阶段工作', '岗位要求：', '1.有B/S、C/S架构开发经验，熟悉.NET,C#,java,html,AJAX,javascript各种框架,以及熟练使用mysql、oracle数据库进行系统开发', '2.10年以上软件系统开发经验，6年以上Java开发经验，是Java方面的技术专家，对多线程、常用开发框架有很好的实践', '3.了解高并发、高性能的分布式系统的设计、应用和调优', '4.熟练掌握软件工程知识，精通面向对象的设计方法，熟悉各种设计模式', '5.具有较强的沟通能力，有较强的逻辑思维能力，思路清晰', '6.具有Manhattan WMS, JDA WMS, Info WMS或者国内知名WMS经验者优先，具有中大型系统开发经验者优先', '7.有WMS系统0到1设计和搭建经验，或WMS系统重构经验优先']"
['提升空间 股权期权'],技术总监,轻报,"['6k-8k ', '/深圳 /', '经验5-10年 /', '学历不限 /', '全职']",app开发技术总监联合创始人,6k-8k,"['请看清楚，我们是创业公司。想好了再勾搭。不是每个人都适合一起创业的。创业公司必然有加班，有杂事，有抱怨，有不规范，但这一切过去后，我们一起将拥有美好。就算过不去，我们一起将拥有一份独一无二的经历，多年后一定是人生财富。', '1.公司要求的价值观', '坚信人性本善。', '坚信普世价值观。', '坚信迎难而上才能提升自己。', '人之所以能，是相信能。', '人生伟业的建立，不在能知，而在能行。', '2.公司要求的能力', '只求实干的能疯狂输出的可以在一线上手操作的战斗者，玩方法论的不要，眼高手低的不要，想法多的不要。自我要求高，能承受工作压力，愿意和公司一起成长。创业就是干，干就完了。', '3.目前可提供的待遇', '写字楼办公室', '保障工资', '五险', '当然只要我们能走在一起，我们会给你期权股权。', '岗位职责', '1、负责整个App产品线的项目研发管理，包括项目需求讨论、架构设计、技术方案、进度把控、质量控制以及人员把控；', '2、具备良好编程经验，负责当前整个系统部分核心模块开发', '3、负责部门产品研发的日常管理、发展及团队建设', '任职要求', '1、 5年以上移动互联网行业APP开发经验；', '2、 有团队管理经验，良好的职业素养，能承受较大压力；具有较强的沟通能力和组织协调能力；', '3、精通后端开发语言，以精通python，PHP为主，精通前端JS/Android/iOS开发；', '4、熟悉常用版本的LINUX服务器的安装、配置和调优；熟悉常用开发环境如Apache、MySQL、Nginx、Memcache、MongoDB、Redis等的搭建、设置及调优；', '5、10人以上团队管理经验，善于沟通和表达，对业务与技术的结合及应用有独到的见解，且有带领和组织研发团队按照计划完成研发目标的实战能力。', '6、热爱技术，喜欢分享，有新闻资讯类APP相关经验工作者优先。', '8、只求实干的能疯狂输出的可以在一线上手操作的战斗者，玩方法论的不要，眼高手低的不要，想法多的不要。创业就是干，干就完了。相信两句话的任何人都可以勾搭：人之所以能，是相信能。人生伟业的建立，不在能知，而在能行。', '9、有新闻资讯类APP开发经验者优先。']"
['平台、广告、搜索，薪资福利待遇好'],架构师,金地,"['45k-70k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",资深大数据工程师（平台方向）工程师/架构师,45k-70k,"['岗位职责', '""1、负责和参与公司大数据基础架构平台的建设，保障数据平台服务的稳定性和可用性；', '2、参与多机房数据同步、数据ETL、数据仓库的整体框架规划和设计。""', '任职要求', '""1、本科及以上学历，5年以上大数据开发经验；', '2、熟悉Hadoop、Storm、Spark、Flume、Kafka、Hbase等组件的原理，有良好的系统性能优化及故障排除能力；', '3、负责和参与大数据基础架构平台的监控、资源管理、数据流管理，能够开发各种Hadoop大数据自动化运维与监控工具；', '4、对Hadoop平台架构能够不断优化，提升数据产品的质量和响应速度；', '5、精通Shell/Python/Java语言的一种或多种；', '6、有大规模hadoop运维经验者优先，有hadoop/hbase开发经验者优先。""']"
"['千万级用户,海景办公,组织氛围好']",架构师,OPPO,"['20k-35k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",数据平台开发工程师/架构师,20k-35k,"['主要职责：', '1、负责海量分布式数据平台系统建设、全面参与项目的需求分析、架构设计和技术研究及关键技术的开发工作；', '2、负责相关开源系统的性能、稳定性、可靠性等方面的深度优化；', '3、进行大数据平台上用户画像、个性化推荐等数据挖掘产品的规划及研发；', '4、负责解决项目上线后生产环境的各种实际问题，保障大数据平台在生产上的安全、平稳运行；', '任职要求：', '1、计算机相关专业全日制统招本科及以上学历，并有3年以上Hadoop/Hbase大数据平台实施经验；', '2、对Apache Hadoop生态技术体系有深入了解，如HDFS、MapReduce、Zookeeper、HBase、Hive、Impala、Spark、Kylin等；', '3、有PB级别互联网或者金融交易数据量处理落地项目实施经验，熟悉整个大数据平台的处理流程和大规模分布式集群的环境搭建；', '3)熟悉互联网、移动互联网或电商等行业大数据应用场景及大数据算法，具有相关行业大型项目开发或实施经验优先；', '5、熟悉Linux/Unix环境下的Shell脚本、熟悉Python/Shell/Perl任意一种脚本语言；']"
['亿级用户，给力薪酬，大平台，高配健身房'],架构师,OPPO,"['20k-40k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",PaaS平台架构师,20k-40k,"['岗位职责：', '1. 负责主导PaaS平台的需求分析、架构设计、研发与上线实施；', '2. 参与核心框架的设计与研发， 专注于性能、稳定性、扩展性提升。', '岗位要求：', '1. 大学本科或以上学历，计算机及相关专业；', '2. 5年以上软件开发经验，2年以上PaaS平台设计开发经验；', '3. 精通Linux系统内核及虚拟化技术，有网络、存储等优化经验；', '4. 熟悉云计算技术，有互联网行业大规模PaaS平台的实施经验；', '5. 熟悉基于Docker的技术体系，熟悉CoreOS/Kubernetes/Mesos等开源技术，有框架优化及大规模使用经验。']"
"['五险一金,绩效奖金,带薪年假,定期体检']",架构师,平安科技,"['25k-50k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",1121A3-(CW)业务架构师,25k-50k,[]
"['JAVA,架构岗位,开发部,薪酬福利好']",架构师,金蝶,"['15k-30k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",系统架构师（JAVA）,15k-30k,"['岗位职责：', '1、负责金蝶数字化管理云总体架构设计；', '2、产品相关的业务需求抽象、技术决策、及核心代码实现；', '3、持续优化系统性能、解决疑难技术难题、提升用户体验；', '4、制定系统设计、开发的标准及规范；', '岗位要求：', '1、计算机相关专业本科以上学历，8年以上工作经验，3年以上系统架构设计经验；', '2、有一个以上企业管理信息系统架构设计经验；', '3、精通Java，熟悉多线程、缓存编程，熟悉分布式系统的设计原理并有过相关实战经验；', '4、具备良好的抽象分析和领域建模能力，熟练使用OO分析设计方法和设计模式，能够熟练运用UML工具进行分析设计工作。']"
"['薪酬福利好,大平台,工作环境好,架构师']",架构师,金蝶,"['25k-50k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",系统架构师（JAVA）（研发共享）,25k-50k,"['1、鉴权平台架构设计、框架搭建、核心功能模块开发；', '2、重构优化ATCenter自动化系统，实现产品线典型的RPA场景自动化。', '1、负责公司所有产品加密、用户鉴权服务平台的进行整体架构设计规划，对云产品的加密、鉴权通用服务形成支撑，支撑公司云转型战略落地；', '2、负责重构、优化公司已有自动化产品，对产品线相关RPA业务形成支撑。 \xa0\xa0 ', '1、5年以上Java开发经验，精通Java/J2EE相关技术，对Spring、SpringMVC、MyBatis等有深入的了解；', '2、有分布式架构、负载均衡、性能优化、集群、微服务等技术/架构实践经验;', '3、熟练掌握常用框架，如Redis、RabbitMQ、Kafka、ElasticSearch等；', '4、精通如下数据库的一种或多种：MySQL, Oracle、PostgreSQL, MangoDB, \xa0Neo4F，具有分布式系统或NoSQL开发经验者优先；', '5、有一定的互联网安全知识及方案能力；', '6、互联网经验者优先，有RPA(机器人流程自动化)相关经验者优先。']"
['知名企业'],架构师,惠蓉,"['50k-100k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",java中间件架构师,50k-100k,"['岗位职责', '1、参与服务治理平台的需求梳理，评审，开发与维护工作；', '2、参与内部开发框架的开发，维护与技术支持工作；', '3、参与内部开发套件的开发，维护与技术支持工作；', '4、参与消息中间件的应用评审，管理后台需求梳理，开发，维护，技术支持工作。', '任职要求', '1、本科及以上学历，5年以上JAVA开发经验；', '2、精通Java语言，熟悉J2ee相关技术，熟练掌握Spring/SpringMVC/MyBatis等框架，熟悉分布式服务框架dubbo，熟练Rabbit或其他常用的开源消息中间件；', '3、熟悉消息中间件的各种协议与原理，对消息中间件的部署方案，架构调优有相关经验的优先；', '4、有丰富的互联网架构设计经验，在大容量、高并发、安全、可靠性等方面经验丰富；', '5、对SOA、微服务、分布式等架构理念有较深的理解，熟悉服务治理的思想。', '目前规划招聘4人，百度、阿里背景最好，java技术栈为主，可考虑1人做C++方向']"
"['五险一金,下午茶,团建活动,奖金丰厚']",架构师,点数,"['20k-35k ', '/深圳 /', '经验10年以上 /', '大专及以上 /', '全职']",资深java架构师,20k-35k,"['岗位职位：', '1、深度开发优化支付系统，了解开发需求并能最大实现；', '2、能及时发现并解决系统BUG，减少或杜绝公司损失；', '3、懂得包装支付产品，适应支付市场；', '4、能快速联调支付通道，加快产品上线；', '任职要求：', '1、大专以上学历，计算机专业毕业，8年以上java开发工作经验，3年架构师经验；', '2、熟悉开发支付系统，保证系统安全稳定；', '3、精通支付宝、微信各产品，最好有开发或使用过支付宝、微信多种支付场景产品实践经验；', '4、能熟悉支付宝支付、微信支付风控机制，并能懂得规避风控；', '5、有团队意识、责任心强、有担当；']"
"['银行好福利,互联网金融,平安大平台,领导好']",架构师,平安金服,"['25k-50k ', '/深圳 /', '经验10年以上 /', '本科及以上 /', '全职']",Java资深架构师,25k-50k,"['岗位职责：', '1、负责汽车金融贷款核心系统核心功能开发；', '2、研究业界最新技术以及应用，解决研发过程中的关键问题和技术难点；', '3、主导技术难题攻关，持续提升系统在高并发、海量请求下的高处理性能；', '4、负责技术架构设计、重构、优化，根据业务需求制定应用架构方案；', '5、审核和评估相关方案和设计，以确保其符合架构规划，满足业务需求；', '6、分析系统瓶颈，解决各种疑难杂症，对系统进行性能调优。', '任职要求：', '1、全日制本科及以上学历，10年及以上的java开发经验，至少2年贷款相关系统开发经验；', '2、对java架构体系、流行开源框架有深入研究，对微服务、组件有深刻的理解；', '3、具有丰富的架构及架构规划、设计经验；', '4、熟悉常用技术和中间件，如分库分表技术、消息中间件、分布式框架等；', '5、有较强的业务理解能力、领域建模能力和学习能力，思路清晰，具备很强的文档撰写能力和良好的语言表达能力；', '6、有金融系统开发经验优先。']"
['大平台 氛围好'],架构师,维也纳酒店有限公司,"['20k-30k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",java架构师,20k-30k,"['【岗位说明】', '1、负责搭建开发框架，进行架构维护，设计并完成系统基础服务的开发；\xa0', '2、分析和发现系统的优化点，负责推动产品性能和架构优化；', '3、重点模块的设计、方案评审与技术支持，技术难点攻坚；', '4、参与技术选型和可行性评估，推动大数据和智能化建设；', '5、进行研发氛围建设，指导与培养工程师，提升公司整体技术水平。', '【任职条件】', '1、正规全日制大学本科及以上学历，计算机相关专业；', '2、强烈的责任心和良好的团队合作精神，乐于助人，热爱技术，对解决问题有强烈兴趣；', '3、6年以上开发经验，Java基础扎实，熟悉Linux，精通Oracle,Mysql,Postgresql,熟悉一种NoSQL技术,并有实际使用经历；', '4、通面向对象分析和设计,并能熟练运用,UML建模工具进行设计工作，且能够指导初中级人员进行开发和设计工作；', '5、3年以上架构经验，懂设计模式；深入理解Spring、Mybatis、Hibernate、Struts等框架的设计思想和实现方式，有源代码阅读经验优先，有二次开发经验优先；\xa0', '6、精通Apache、Tomcat等主流应用服务器，AOP设计思想；', '7、熟悉分布式系统基础设施中常用的技术，SOA 解决方案(如 dubbo) 缓存（Varnish、Memcache、Redis 之一）、消息中间件(Rabbit MQ、Active MQ、Kafka 之一)；', '8、有分布式系统架构设计经验者优先，有性能调优、数据库调优经验优先，有异构系统融合经验优先，有负载均衡经验优先。']"
['发展前景、平台背景'],架构师,在华,"['30k-60k ', '/深圳 /', '经验应届毕业生 /', '本科及以上 /', '全职']",java架构师（知名互联网公司）,30k-60k,"['岗位职责:\xa0', '1.设计良好的系统架构，支撑产品的快速开发；', '2.关注行业的前瞻技术，负责技术难题的攻关，解决系统性能及数据安全问题；', '3.根据系统的架构设计，主导技术选型、系统分解及总体设计；', '4.从事核心架构部分代码的编写、指导和培训工程师。', '岗位要求:', '1.本科或以上学历，计算机相关专业；', '2.两年以上系统架构师相关工作经验，五年以上JAVA项目开发工作经验；', '3.精通J2EE，熟悉缓存、分布式、多线程、Socket通信、性能优化等方法和技术；熟悉TCP/IP和http/https通讯协议；', '4.熟悉mysql优化，分布式计算的方法或技术；', '5.良好的沟通能力和学习能力；', '6.有大型互联网业务架构经验优先、有海量数据处理优先']"
['新兴行业，发展迅速，机会多多'],架构师,跨运达货运,"['30k-50k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",Android / iOS架构师,30k-50k,"['iOS 架构师', '1、有搭建app壳子的项目的经验。', '2、精通?iOS?APP?设计与开发；除功能属性之外，对网络，?ui?绘制，框架层，操作系统，安全等多个以上方向有深入研究和见解?。', '3、精通iOS组件化设计,对组件依赖和解耦与功能拆分有深入了解。', '4、精通原生与h5交互,深入了解WebKit框架及源码,了解如何优化Web引擎载入速度。', '5、对iOS底层框架原理有所理解和探究。', '6、高度的创业心和投入度，既能搞定牛逼的技术难题，同时又热切地关注业务，用技术推动团队成长。', '7、个人博客或大型开源项目优先。', '8、有百度、谷歌、高德地图等地图应用和SDK开发经验优先。', '9、具备大型项目设计能力,精通iOS框架选型,有动态配置项目功能模块经验者优先。10.熟悉react native或者weex框架', 'Android架构师', '1、有搭建app壳子的项目的经验。', '2、熟悉Android底层开发，熟悉Framework层，有通过Android源码阅读定位问题的经验。', '3、精通android应用设计与开发，精通Activity生命周期管理，针对android内存管理以及Android适配方面有深入了解', '4、精通项目组件化、插件化设计，对目前多种插件化框架有深入的分析比较和见解。', '5、对项目的优化、功能间拆分以及解耦有深入的了解，并精通Android框架的选型以及后期的动态扩展。', '6、精通原生与h5交互,深入了解webview框架及源码,了解如何优化Web引擎载入速度。', '6、高度的创业心和投入度，既能搞定牛逼的技术难题，同时又热切地关注业务，用技术推动团队成长。', '7、个人博客或大型开源项目优先。', '8、有百度、谷歌、高德地图等地图应用和SDK开发经验优先。10.熟悉react native或者weex框架']"
['综合型集团；年轻又耐撕'],架构师,中业金服,"['35k-55k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",java架构师,35k-55k,"['职责描述：', '1. 对公司业务进行分析，并根据目标制定基础架构方向和具体的产品选型;', '2. 深入了解对平台业务，对平台系统进行有效地分解，并制定健壮性和扩展性等相关规划。 \xa0', '3. 对平台业务发展进行评估，并制订下阶段的架构体系规划； \xa0', '4. 制定系统实施审查计划，确保架构在下层实施的有效性； \xa0', '5. 定期组织对架构的实施进行审查结果进行汇总和分享； \xa0', '6. 对系统的重用、扩展、安全、性能、伸缩性、简洁等做系统级的把握 \xa0', '7. 负责组织技术研究和攻关工作;', '任职要求：', '1.5年以上JAVA开发经验，3年以上架构设计经验。', '2.开发过高并发高可用的平台。精通分布式系统设计和编码，精通多线程的设计与编码；在项目中深入使用过redis，Kafka,ActiveMQ或RabbitMQ', '3.熟悉微服务架构。熟悉dubbo,zookeepr，netty等并在项目中使用。', '4.精通Java \xa0 EE主流技术框架，如Spring、mybaits等', '5.精通多种传统数据库（如Mysql等），熟练掌握分库、分表以及读写分离等数据库优化方案', '6.掌握云环境、大数据、互联网相关技术；有基于阿里云开发、海量数据存储经验、高并发数据处理经验者优先考虑 \xa0', '7.有大型分布式、高并发、高负载、高可用系统架构、设计、开发和调优经验者优先考虑 \xa0', '8.有电子商务、第三方支付从业背景者优先考虑。', '\xa0']"
"['五险一金,双休,发展空间大']",架构师,多元世纪,"['30k-50k ', '/深圳 /', '经验10年以上 /', '本科及以上 /', '全职']",JAVA架构师（智慧平台）,30k-50k,"['工作职责', '1、负责智慧平台产品的整体架构规划、研发与维护；', '2、解决业务发展系统面对压力，完成产品核心模块儿开发，满足业务需求；', '3、编写相应的设计报告、技术标准和技术文档；', '4、对有助于高可用性、高并发能力、高扩展性的解决方案的制定、跟踪、落地。', '任职资格', '1.有智能化产品架构经验，对人工智能，大数据关键技术有深刻的认识', '2.对文本分析，语音识别，图像识别的基础架构有实施丰富经验。', '3.五年以上javaEE项目开发经验,有扎实的Java基础，Java多线程、并发以及数据库编程有深厚的经验；', '4.精通面向对象和设计模式，精通主流开源应用框架，如Spring、MyBatis、Struts、Maven、git等开发技术及工具； 精通关系型数据库，SQL优化；熟悉缓存、消息、大数据存储相关技术，例如：redis、memcached、ActiveMQ、mongodb、hbase等；', '5.熟练分布式服务框架：dubbo、zookeeper，对源码有通读了解 熟悉elasticsearch者优先，喜欢研究开源代码者优先；', '6.良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。']"
"['年底双薪,业绩分成,创始团队,原始股权']",CTO,格隆汇,"['40k-70k ', '/深圳 /', '经验5-10年 /', '本科及以上 /', '全职']",技术总监CTO,40k-70k,"['工作职责：', '1，负责公司大数据团队的各项管理工作，包过团队建设、技术指导、工作规划、管理等工作。', '2，负责公司产品的技术选型、架构设计，对公司整体技术平台负责；', '3，规划和设计大数据整体平台，包括：数据爬取，数据归集、数据仓库、数据分析、数据挖掘、数据服务、数据产品；', '4，与其他部门合作，提供数据分析、挖掘、建模等相关支持，共同完成公司产品的研发；', '5，保持与国际、国内同业及数据科学圈子的联系及交流，密切跟踪机器学习、人工智能、大数据、等领域的最新进展及实践情况；', '6，带领团队对技术难点进行公关。', '7，参与重大技术项目的决策，指导、审核项目总体技术方案。', '任职资格：', '1，3年以上数据相关工作，3年以上的团队管理经验，对数据敏感、对新技术敏感；', '2，对数据爬取，数据存储、数据仓库、数据分析、数据挖掘等整个大数据系统的架构有清晰的思路和落地执行的方案，对数据服务、数据产品的模式有清晰的理解，并能带领团队实施；', '3，熟悉编程语言，如：java、python、R、shell、SQL等；熟悉当前主流的开源数据平台和工具以及数据云服务，如：hadoop、hbase、Spark等；并具有hand-on能力；', '4，有激情，有强烈的事业心，合伙人心态。', '公司是打算孵化一家金融投资分析大数据公司，应用领域非常前沿，目前团队正组建，诚招有识之士一起创业。']"
